saleprice,lot_frontage,lot_shape,overall_qual,year_remod/add,mas_vnr_area,bsmt_qual,electrical,wood_deck_sf,open_porch_sf,bsmt_exposure,bsmtfin_type_1,heating_qc,kitchen_qual,totrms_abvgrd,fireplace_qu,garage_yr_blt,garage_finish,garage_area,garage_qual,paved_drive,house_age,house_area,location,total_bath,ms_subclass_30,ms_subclass_60,ms_zoning_RM,mas_vnr_type_None,foundation_PConc,foundation_CBlock,central_air_Y,garage_type_Attchd,garage_type_Detchd,sale_type_New
11.238488619268468,21.0,4,4,1970,0.0,3,5,200,26,1,6,5,3,5,0,1970,0,0.0,0,3,3980,1638.0,1,1.5,0,0,1,1,0,1,1,0,0,0
11.951180395901384,75.0,4,6,1951,522.0,3,5,0,0,1,1,3,4,5,4,1951,1,400.0,3,3,3957,1791.0,3,1.5,0,0,0,0,0,1,1,1,0,0
11.970350312009105,80.0,4,6,1969,143.0,3,5,379,36,1,5,3,3,7,0,1969,3,299.0,3,3,3979,2015.0,2,1.5,0,1,0,0,0,1,1,1,0,0
11.915051671812876,24.0,4,7,2005,0.0,4,5,0,172,1,6,5,4,4,0,2004,2,480.0,3,3,4014,1800.0,4,3.5,0,0,0,1,1,0,1,0,1,0
11.703545824578878,82.0,4,5,1975,0.0,3,4,0,0,1,4,3,3,5,0,1954,1,240.0,3,3,3960,1872.0,3,1.0,0,0,0,1,0,1,1,1,0,0
11.820410164718188,68.0,4,6,1953,0.0,3,3,0,0,1,3,3,3,6,0,1953,3,293.0,3,3,3960,2080.0,3,1.5,0,0,0,1,0,1,1,1,0,0
12.061046873479915,63.0,2,6,1996,0.0,4,5,168,84,1,3,4,3,7,3,1996,3,386.0,3,3,4004,2552.0,3,2.5,0,1,0,1,1,0,1,1,0,0
12.577636201962656,92.0,3,8,2007,348.0,4,5,132,57,1,6,5,4,9,4,1999,3,671.0,3,3,4009,3422.0,5,2.5,0,1,0,0,1,0,1,1,0,0
12.62306110407298,75.0,4,8,2007,0.0,4,5,208,364,4,6,5,5,11,4,2007,3,550.0,3,3,4014,3794.0,4,2.5,0,1,0,1,1,0,1,0,0,1
12.506177237980513,82.5,3,7,2001,0.0,4,5,496,0,5,5,4,3,4,3,1977,2,690.0,3,3,3987,2903.0,5,2.5,0,0,0,1,0,1,1,1,0,0
11.713823407337118,81.0,4,5,1950,0.0,3,4,0,0,1,3,4,5,6,4,1920,1,225.0,2,1,3928,2676.0,1,1.0,0,0,1,1,0,0,0,0,1,0
11.938193200374572,70.0,4,5,1955,0.0,3,4,280,0,1,3,4,4,6,0,1955,1,350.0,3,3,3964,2764.0,3,1.5,0,0,0,1,0,1,1,1,0,0
11.898187865760873,70.0,4,5,2007,0.0,4,5,0,30,1,5,5,3,6,0,2007,0,0.0,0,3,4014,2240.0,3,1.0,0,0,0,1,1,0,1,0,0,1
11.908340237224891,63.0,4,7,1995,0.0,4,5,0,0,1,6,3,3,5,4,1930,1,216.0,3,3,3937,1629.0,4,2.0,0,0,0,1,0,0,1,0,1,0
11.77528972943772,32.0,4,7,2004,117.0,4,5,0,40,1,1,5,4,7,0,2004,1,380.0,3,3,4010,2684.0,1,2.0,0,0,1,0,1,0,1,0,1,0
12.826649133255284,94.0,3,9,2006,510.0,5,5,158,105,5,1,5,5,7,4,2006,3,843.0,3,3,4013,3604.0,5,2.5,0,0,0,0,1,0,1,1,0,0
12.27134527214637,43.0,4,7,2005,145.0,4,5,142,20,5,6,5,4,6,4,2005,3,440.0,3,3,4011,2868.0,4,2.0,0,0,0,0,1,0,1,1,0,0
12.637952459809789,44.0,2,7,2010,96.0,4,5,0,0,5,6,5,4,5,3,2009,2,572.0,3,3,4019,3016.0,1,2.0,0,0,0,0,1,0,1,1,0,0
12.611537753638338,74.0,2,7,1997,668.0,5,5,0,46,3,6,5,4,7,0,1996,3,786.0,3,3,4004,3872.0,3,4.0,0,0,0,0,1,0,1,1,0,0
11.979799201207037,79.0,4,6,1959,0.0,3,5,0,0,3,5,5,3,6,2,1954,3,539.0,3,3,3965,1849.0,3,1.5,0,0,0,1,0,1,1,0,0,0
11.831379196088765,24.0,4,7,2004,50.0,4,5,0,40,1,1,5,4,7,0,2004,1,380.0,3,3,4010,2679.0,1,2.0,0,0,1,0,1,0,1,0,1,0
12.354492650648448,73.0,4,7,2005,228.0,4,5,208,59,4,1,5,4,7,0,2005,2,834.0,3,3,4011,3232.0,4,2.0,0,0,0,0,1,0,1,1,0,0
11.449453042014657,60.0,3,6,1950,0.0,3,5,0,0,1,1,3,3,4,0,1930,1,440.0,3,1,3938,1536.0,1,1.0,1,0,1,1,0,0,1,0,1,0
11.56171562913966,70.0,4,5,1950,65.0,3,3,0,0,1,1,2,2,5,4,1924,1,322.0,2,1,3930,1744.0,2,1.0,1,0,0,0,0,0,0,0,1,0
11.134589024250316,60.0,3,4,1950,0.0,3,5,49,0,1,1,2,2,4,0,1920,1,240.0,2,3,3935,1040.0,2,1.0,1,0,1,1,0,0,0,0,1,0
11.946654038351252,80.0,4,5,1960,361.0,3,4,0,0,1,3,3,3,12,0,1960,1,480.0,3,3,3970,3379.0,3,2.0,0,0,0,0,0,1,1,0,1,0
11.774135217090894,50.0,4,5,2003,0.0,3,5,0,0,1,1,5,3,6,0,1925,0,0.0,0,1,3932,2537.0,1,2.0,0,0,1,1,0,0,1,0,0,0
11.643953727376632,35.0,4,5,1950,0.0,3,5,280,0,1,4,5,3,6,0,1920,1,480.0,2,3,3917,1848.0,1,1.0,0,0,1,1,0,0,1,0,1,0
13.1260306447518,63.0,3,9,2009,748.0,5,5,0,60,1,6,5,5,9,4,2009,3,1166.0,3,3,4017,4450.0,5,3.0,0,0,0,0,1,0,1,1,0,1
11.94405831982697,100.0,3,5,1950,0.0,3,5,418,0,3,1,4,3,7,4,1949,1,720.0,3,3,3923,2292.0,1,1.5,0,0,1,1,0,0,1,0,1,0
11.77528972943772,60.0,4,4,2006,0.0,3,5,200,0,1,5,4,3,5,0,1986,1,576.0,3,3,3980,1728.0,3,1.0,0,0,0,1,0,1,1,0,1,0
11.986049221552207,32.0,4,6,1997,197.0,5,5,0,122,1,6,5,3,4,0,1997,2,392.0,3,3,4005,2378.0,3,3.0,0,0,1,0,1,0,1,1,0,0
12.644617856906528,48.0,4,9,2006,572.0,5,5,228,75,1,6,5,4,6,4,2006,2,575.0,3,3,4012,3332.0,5,3.0,0,0,0,0,1,0,1,1,0,1
12.127570417375216,67.0,4,7,2003,0.0,4,5,0,41,1,6,5,4,5,0,2003,2,555.0,3,3,4012,2376.0,2,3.0,0,0,0,1,1,0,1,1,0,0
11.790557201568507,70.0,4,5,2000,0.0,4,5,261,0,1,3,3,3,4,0,1956,1,252.0,3,3,3963,1856.0,3,1.0,0,0,0,1,0,1,1,1,0,0
12.0015054797889,80.0,4,5,1969,128.0,4,5,312,11,3,5,3,3,6,2,1969,2,502.0,3,3,3978,2624.0,3,2.5,0,0,0,0,0,1,1,1,0,0
11.951180395901384,30.0,4,7,2004,120.0,4,5,0,172,4,6,5,4,4,0,2004,2,480.0,3,3,4014,1800.0,4,2.5,0,0,0,0,1,0,1,0,1,0
12.117241431823558,80.0,3,6,1969,0.0,3,5,0,0,4,6,4,3,7,0,1969,2,516.0,3,3,3977,2854.0,3,2.5,0,0,0,1,0,1,1,1,0,0
12.259613412458204,70.0,1,7,2002,254.0,4,5,225,32,3,6,5,4,7,3,1996,2,608.0,3,3,4003,2852.0,4,3.5,0,1,0,0,1,0,1,1,0,0
12.122691036591124,70.0,4,7,1994,0.0,4,5,140,32,1,2,5,4,6,0,1994,2,495.0,3,3,4003,2294.0,2,3.5,0,1,0,1,1,0,1,1,0,0
11.685684782260491,64.0,4,5,1979,0.0,0,5,0,0,0,0,3,3,8,0,1979,1,400.0,3,3,3988,1535.0,2,2.0,0,0,0,1,0,0,1,1,0,0
12.103486056755072,72.0,3,5,1964,86.0,3,5,227,0,4,6,3,3,6,4,1964,2,484.0,3,3,3974,2304.0,3,2.0,0,0,0,0,1,0,1,1,0,0
12.01974306733868,80.0,3,8,2007,30.0,4,5,0,60,1,6,5,4,5,0,2006,3,484.0,3,3,4013,2292.0,4,3.0,0,0,0,0,1,0,1,1,0,1
11.904967552746252,88.0,4,6,1960,54.0,3,5,0,0,4,4,5,3,6,3,1960,2,480.0,3,3,3969,2276.0,2,1.5,0,0,0,0,0,1,1,1,0,0
11.728036844587177,74.0,3,5,1956,0.0,3,5,0,72,1,3,4,4,6,4,1966,1,396.0,3,3,3963,1968.0,3,1.0,0,0,0,1,0,1,1,0,1,0
12.533576212168626,60.0,4,9,2005,246.0,5,5,203,47,1,6,5,5,6,4,2005,3,556.0,3,3,4012,3122.0,5,3.0,0,0,0,0,1,0,1,1,0,0
12.765688433465597,83.0,3,8,1995,397.0,4,5,307,169,1,5,5,4,9,5,1995,2,725.0,3,3,4001,4068.0,5,2.5,0,1,0,0,1,0,1,1,0,0
12.86617997201192,53.0,3,9,2004,296.0,5,5,214,76,5,6,5,5,7,4,2004,3,670.0,3,3,4012,3768.0,5,3.0,0,0,0,0,1,0,1,1,0,0
11.362102575235644,58.0,3,4,2002,0.0,3,5,0,0,3,5,5,3,5,0,1920,0,0.0,0,1,3927,1133.0,1,2.0,1,0,0,1,0,0,1,0,0,0
12.577636201962656,103.0,4,8,2007,0.0,4,5,280,90,3,6,5,5,6,4,1976,2,550.0,3,3,3984,3097.0,5,4.0,0,0,0,1,0,1,1,1,0,0
10.691944912900398,72.0,4,3,1950,0.0,2,5,0,36,1,1,3,3,5,0,1900,0,0.0,0,1,3909,1042.0,1,1.0,1,0,0,1,0,1,0,0,0,0
12.2783933071098,71.0,3,6,2002,0.0,5,5,125,192,1,5,5,4,7,3,2001,3,560.0,3,3,4010,2765.0,3,3.5,0,1,0,1,1,0,1,0,0,0
11.894780707439258,79.0,3,5,1972,144.0,4,5,140,153,1,6,5,3,6,0,1972,3,501.0,3,3,3978,2346.0,3,3.0,0,0,0,0,0,1,1,1,0,0
12.013700752882718,73.0,4,7,2000,0.0,4,5,153,50,1,6,5,4,6,0,2000,1,490.0,3,3,4006,2055.0,4,3.5,0,0,0,1,1,0,1,0,1,0
11.820410164718188,60.0,4,6,1950,0.0,3,5,88,15,1,3,3,4,10,4,1916,1,216.0,3,3,3923,3240.0,1,2.0,0,0,1,1,0,0,0,0,1,0
12.43718436649356,72.0,3,6,1957,902.0,4,5,0,189,5,5,5,5,4,4,1957,1,550.0,3,3,3963,3095.0,3,2.5,0,0,0,0,0,1,1,1,0,0
12.075394321888057,36.0,4,7,2003,106.0,4,5,0,27,1,1,5,4,6,0,2003,2,474.0,3,3,4013,2390.0,5,2.5,0,0,0,0,1,0,1,0,0,0
11.918390573078392,57.0,4,5,1950,0.0,3,4,0,36,1,5,3,3,7,4,1939,1,400.0,3,3,3948,2248.0,1,1.5,0,0,1,1,0,0,1,0,1,0
11.848683160653572,72.0,3,5,1978,0.0,3,5,0,0,1,1,3,3,6,3,1960,2,286.0,3,3,3967,2400.0,3,1.0,0,0,0,1,0,1,1,1,0,0
12.000891794590135,52.0,4,5,1992,0.0,3,5,0,0,1,1,3,3,8,4,1930,1,360.0,3,2,3938,2651.0,2,2.0,0,0,1,1,1,0,1,0,1,0
11.982929094215963,87.0,3,6,1962,261.0,3,5,0,0,1,1,3,3,5,0,1962,1,440.0,3,3,3972,2232.0,3,1.5,0,0,0,0,0,1,1,1,0,0
11.065074640365626,70.0,4,2,1950,0.0,0,5,0,0,0,0,2,2,5,0,1947,0,0.0,0,1,3956,660.0,2,1.0,0,0,0,1,0,0,0,0,0,0
12.122691036591124,80.0,4,6,1998,144.0,3,5,0,0,1,5,4,3,7,3,1978,3,479.0,3,3,3987,2847.0,3,2.0,0,0,0,0,1,0,1,1,0,0
11.917723684090689,134.0,4,5,1959,132.0,3,5,0,140,1,4,3,2,6,4,1959,3,528.0,3,3,3965,2932.0,1,1.5,0,0,0,0,0,1,1,1,0,0
12.611537753638338,73.0,3,9,2000,260.0,4,5,230,68,4,6,5,5,5,3,2000,3,495.0,3,3,4008,3252.0,4,3.0,0,0,0,0,1,0,1,1,0,0
11.884489021402713,82.5,4,5,1960,275.0,3,5,50,84,3,3,4,3,7,3,1960,1,626.0,3,3,3968,2709.0,5,3.0,0,0,0,0,0,1,1,0,0,0
12.352335152508426,65.0,3,6,1997,0.0,4,5,276,99,1,6,5,4,7,0,1997,2,470.0,3,3,4006,2692.0,4,3.5,0,1,0,1,1,0,1,1,0,0
11.589886506106357,63.0,4,5,1969,0.0,3,5,144,0,1,4,5,3,6,4,1940,0,0.0,0,3,3948,1992.0,1,2.0,1,0,0,1,0,1,1,0,0,0
11.695247021764184,70.0,4,5,1956,0.0,3,5,0,35,1,3,3,3,6,0,1956,2,304.0,3,3,3965,2404.0,3,1.5,0,0,0,1,0,1,1,1,0,0
11.763684183317412,70.0,3,5,1961,57.0,3,5,0,0,1,3,3,3,5,0,1963,1,572.0,3,3,3968,1976.0,2,2.0,0,0,0,0,0,1,1,0,1,0
11.652687407345388,56.0,4,5,1950,0.0,3,4,0,0,1,1,4,3,5,4,1927,1,360.0,3,3,3937,2036.0,1,1.0,1,0,1,1,0,1,1,0,1,0
11.608235644774552,50.0,4,5,1950,0.0,3,5,0,35,1,2,3,3,5,0,1948,1,240.0,3,3,3956,2004.0,1,1.5,0,0,1,1,0,1,1,0,1,0
11.918390573078392,80.0,3,9,1977,1050.0,4,5,140,70,1,6,3,4,9,4,1977,2,864.0,3,3,3985,3938.0,5,3.0,0,1,0,0,0,1,1,1,0,0
12.089538829274222,74.0,3,8,2004,0.0,5,5,100,35,4,1,5,4,6,4,2004,3,403.0,3,3,4010,2121.0,3,2.5,0,1,0,1,1,0,1,1,0,0
12.203569515312056,70.0,3,7,1990,0.0,3,5,0,0,1,1,5,4,8,4,1963,1,579.0,3,3,3938,2246.0,4,1.5,0,0,0,1,0,0,1,0,0,0
12.11996994647676,60.0,3,6,1998,0.0,3,5,421,72,1,6,5,3,6,3,1997,3,400.0,3,3,4003,2338.0,3,3.5,0,1,0,1,1,0,1,1,0,0
11.744037185933616,75.0,4,5,1967,0.0,4,5,0,180,3,3,5,3,7,1,1967,1,288.0,3,3,3975,2280.0,1,1.5,0,0,1,1,0,1,1,1,0,0
11.908340237224891,24.0,4,7,1977,0.0,4,5,0,38,1,5,2,3,4,0,1977,1,440.0,3,3,3985,2110.0,3,2.0,0,0,0,1,0,1,1,1,0,0
11.911701584927595,60.0,4,5,2006,0.0,3,5,187,0,1,1,5,4,7,0,1939,1,720.0,3,3,3948,2028.0,1,2.5,0,1,0,1,0,0,1,0,1,0
11.834284063781393,24.0,4,6,1977,0.0,4,5,0,28,1,5,3,3,6,3,1977,1,440.0,3,3,3986,2311.0,3,2.5,0,0,0,1,0,1,1,1,0,0
12.688498794774466,32.0,3,8,1993,0.0,4,5,122,30,5,6,5,4,6,4,1993,3,473.0,3,3,4001,3438.0,5,3.5,0,0,0,1,1,0,1,1,0,0
11.49272275765271,67.0,4,5,1950,0.0,3,4,0,0,1,3,3,3,5,0,1925,0,0.0,0,3,3933,1728.0,1,2.0,1,0,0,1,0,1,0,0,0,0
11.546360241056464,21.0,4,6,1973,359.0,3,5,52,0,1,2,3,3,5,0,1973,1,264.0,3,3,3981,1470.0,1,2.0,0,0,1,0,0,1,1,0,1,0
11.451050061252142,54.0,4,5,1996,0.0,3,5,0,0,1,1,4,3,6,0,1875,0,0.0,0,1,3885,1800.0,2,1.0,0,0,0,1,0,1,0,0,0,0
12.25247901834433,34.0,4,8,2006,108.0,4,5,156,73,3,6,5,4,6,4,2006,2,627.0,3,3,4013,3108.0,5,2.0,0,0,0,0,1,0,1,1,0,0
13.20895199837856,60.0,3,10,2006,662.0,5,5,204,34,5,1,5,5,10,5,2006,3,758.0,3,3,4012,4918.0,5,3.5,0,1,0,0,1,0,1,0,0,1
11.982303898822046,60.0,4,6,2009,0.0,3,5,344,0,1,1,5,4,7,0,1912,0,0.0,0,1,3922,2340.0,1,1.5,0,0,1,1,1,0,1,0,0,0
11.856515169360303,140.0,4,4,1951,0.0,3,5,0,0,1,2,5,3,4,0,1951,1,400.0,3,3,3961,1728.0,3,1.0,0,0,0,1,0,1,1,0,1,0
12.2783933071098,63.0,3,6,2000,0.0,4,5,0,0,1,5,5,3,9,3,2000,3,431.0,3,3,4006,2871.0,3,2.5,0,1,0,1,1,0,1,1,0,0
11.751942365440728,70.0,3,5,2010,0.0,3,5,0,104,1,5,5,3,6,0,1962,1,260.0,3,3,3972,2080.0,2,2.5,0,0,0,1,0,1,1,0,1,0
11.759785542901756,75.0,4,5,1998,0.0,3,5,240,0,4,4,3,3,5,0,1954,3,366.0,3,3,3964,2344.0,1,2.0,0,0,0,1,0,1,1,1,0,0
12.498428777526836,57.0,3,8,2010,0.0,5,5,160,192,1,6,5,4,6,4,2010,2,852.0,3,3,4020,3060.0,4,2.5,0,0,0,1,1,0,1,1,0,1
11.755871643580615,52.0,4,6,1950,0.0,3,4,0,0,1,2,3,3,6,4,1978,1,560.0,3,3,3938,2251.0,2,1.0,0,0,1,1,0,0,1,0,1,0
12.198544379109382,64.0,4,7,2003,500.0,0,5,0,0,0,0,5,4,7,5,2003,2,672.0,3,3,4012,1922.0,1,3.0,0,0,0,0,0,0,1,0,0,0
12.075394321888057,78.0,3,6,1981,210.0,4,5,276,0,1,6,3,4,7,3,1981,3,576.0,3,3,3989,2844.0,3,2.0,0,0,0,0,0,1,1,1,0,0
12.289954129510877,70.0,4,7,2000,144.0,4,5,193,96,1,6,5,4,7,3,2000,3,486.0,3,3,4007,2827.0,4,3.5,0,1,0,0,1,0,1,1,0,0
