ID,SalePrice
665,79083.2495528993
1463,259935.89364593418
1792,208008.0953995858
923,149317.0621138628
500,276300.84910658485
1408,142846.89775600508
331,92783.2972099794
170,137345.98851285147
2192,97067.40455741924
2571,318787.64966113627
2314,177795.8836950552
2647,85231.8105738042
422,432388.7339951165
2457,369699.8620532492
1838,210471.83842171053
2805,265708.6824078094
1645,163751.19366451818
1711,284146.41672432196
2825,226816.2922015288
322,322934.997152479
2103,269937.6913019758
342,122118.36901583035
600,117897.3445866834
488,181014.0899950442
1725,313437.8277917204
2246,279575.701308295
2847,162597.4555031972
806,232545.27760792783
530,226580.31795596788
963,192556.0882703303
2678,101891.9111878614
171,91774.7178931189
2401,441996.27780052094
805,236118.9707443647
2259,198680.6592870736
1748,189169.34141920306
1361,126483.26334887088
1677,124255.90385223961
1406,142718.74173062496
2322,228944.34162475422
688,144306.72498860548
143,138673.69635255332
804,198136.66999568112
1214,165017.63909904662
2828,133112.90371274968
1999,199146.27509062513
2467,192925.04226348386
2665,148774.60695240708
1538,338262.0804667666
398,113435.29235286445
2822,137428.35813933972
2157,151757.48023979587
1856,191562.29483486104
1269,98498.94373119173
2570,117447.13061759903
2320,232611.382037111
1517,118769.43545306529
2304,109769.04508706862
1312,99097.60165371007
2012,138760.63756843124
506,244039.12047321143
2865,203212.09725560163
2367,114962.0794085144
554,90779.57839470185
238,130212.97278628965
1954,122822.8581191843
2488,121449.90796872534
2291,105195.69963349454
1969,101839.00904812748
2725,148442.6957613458
1482,160271.07167826232
2763,194599.43403729546
503,237167.0021170139
1584,252997.7903076534
1531,154180.27664667333
2210,139196.0561593684
459,350843.0378730912
556,121609.50594336545
1347,135971.12301769888
1290,87582.33170420102
1388,110407.34997697799
1571,218369.3176828571
2754,210611.78600829706
765,133001.47947306684
2494,118963.92459311454
2870,198469.91704708722
7,229839.31811269597
1114,224971.13119733543
2418,276139.5772685174
291,116212.99286437771
18,334310.2059614677
39,375607.4153265903
1001,260247.23118613916
2442,238457.98648099517
616,131344.24399821772
2680,63559.49465402649
1414,130735.92613565312
289,150242.54755336457
40,237723.87036849686
860,130611.23137702579
409,133117.41959513552
673,149546.33664925784
2427,188359.06893678097
2036,196555.04388056515
2564,150152.9430079119
642,174387.3198030688
1008,177792.42170754637
1908,157028.7377092369
2519,199732.62672615843
1369,82887.89960569963
2855,174254.73699153357
712,89826.88273641857
1943,112659.09200283933
1958,147867.85084077442
107,175773.42552194482
2295,181905.46419121246
704,87089.29941400896
676,123801.51927776363
259,181727.87638054
93,270164.90657772316
106,255430.8189694676
2315,177724.62056484693
1050,114644.26707076254
1095,219518.13964657445
2709,141167.38495887019
758,133271.0592778477
1496,144117.71477219157
2370,134529.4903475083
2458,297406.6120365157
2733,134643.09451269233
161,254714.9268671968
726,155501.71953258195
845,213777.82177370644
947,245278.81515761613
2232,93766.10226839682
2563,139698.9494284857
2299,128060.18829452829
211,94455.64307446626
605,160605.1787431368
1478,203618.1165662265
2247,266603.7830579789
2274,181382.5315855134
2869,190016.03011883044
967,213153.94618783557
2656,119729.94090078888
667,198412.93214089112
1042,118154.09620707472
2023,142208.2738194948
2447,408377.1647794539
2055,129612.45054168931
2275,296169.6380358737
2204,187995.47272474956
1563,268596.3248370969
483,229838.6527363741
796,133233.58326015394
1526,159796.61901426283
2042,131222.8795649155
442,338752.51204404753
1693,304423.6474349978
1468,232217.67585317325
1430,203732.61437806208
2605,137800.47661484315
1529,225548.88375435857
335,126574.27605569598
1287,124249.0919750445
31,106834.46229407898
1785,282483.7507254385
82,153159.47575296395
2620,133825.1404746895
252,181495.2568777286
721,75742.17791491549
2165,190688.373727224
2316,189824.45319309723
775,134043.3497135342
1558,88172.53918009119
17,198233.81635444638
1022,215714.73863776875
925,144108.74536840574
438,267588.1705390738
1270,150760.0245398356
1272,119830.77516937071
215,141752.90976299607
266,225719.99120876007
2402,284271.18516466144
1250,125756.39359602709
1984,103428.1656186973
1279,141531.16571688897
377,239045.85247351733
1252,131369.16120421852
2156,270077.3292650352
499,333903.5722506529
1374,125866.45850636004
2898,225908.68905100925
401,112053.69464456098
2721,166353.17521706357
2078,234159.83372741385
2589,129735.45688290821
1946,209295.12948713123
1334,131318.26488938252
2781,223900.83802286102
431,391761.4513851163
576,202096.9507433548
1474,209824.83590289665
2254,141576.21722892433
2155,283457.0864243656
885,97761.8884072028
643,142397.20633349137
1944,129872.09478636183
480,202731.27105042257
2845,90983.18489619912
2387,317698.5986238308
2407,216023.17018577518
2527,161411.021552085
2514,160207.5628524154
629,155451.29355117946
80,199094.25818923605
1876,162764.87693813248
1546,121134.35000688811
2518,172233.47410929462
2347,156966.1075059232
783,218191.37463034788
1322,69304.91220168522
194,82579.39141099162
1770,298674.90868921555
2143,151031.1732394884
1229,208280.9014148918
511,279435.4535909502
46,246061.9219588935
1348,155743.16948210754
2465,191175.88981368052
387,235305.46545258924
873,220831.7421037784
1918,128519.63927431652
2764,233708.6790605098
2184,125552.04853321315
934,146052.41986890993
1920,129042.25859865162
2631,139962.27500920065
1768,696015.5758773343
2040,109476.07664258334
1749,223739.87490784083
834,256993.97028832228
1457,225391.33278638852
79,123275.55875545809
2302,123803.16407687533
1817,137022.0639597631
2755,248288.7713896698
359,180818.30656479532
2059,120032.22096986308
2092,220700.86551120412
2516,235589.11154794414
150,109440.07210902494
1656,140633.51525988133
83,92188.43280882818
2411,201762.4495316977
795,76664.48782172926
2312,209786.25347557216
2917,111008.77583084482
1624,174839.5818017843
2215,280791.7125434994
1211,151548.49043372963
1485,157385.44503148206
1024,158767.05824246033
570,193144.25248715977
2874,147176.49649154366
700,137125.3172707596
2756,224544.74136707056
2022,178245.47374762196
583,220071.21419693032
2392,370929.7043236803
2424,182922.12602591142
212,101227.74781805731
736,120214.85770409863
1610,183616.90374497665
890,121431.89120632266
467,182227.86748851324
578,207283.65445839395
1747,186759.60849192453
1149,158912.34468539723
2758,235590.15577575294
857,136235.00143699138
2219,252587.05540155366
733,90763.16938889892
2909,111658.89291706563
1798,253243.39000290533
235,124094.39148806944
2366,122217.51255411253
1027,135958.3269535643
1195,138233.71545297973
1303,61217.41398547104
148,175829.79819496794
608,152012.13831532592
2515,198261.88316263308
821,272805.4639561181
2500,253010.51024011898
745,108085.09592945038
741,124515.10319423136
1611,125277.30531511332
2532,133721.48891797394
1081,228115.0145341183
1692,432226.43079681665
2520,209259.65519101394
276,90563.6604270145
1992,125281.80865920662
663,59064.357433314595
418,137776.6740271743
1733,198297.42313432336
2359,149151.61280698286
253,181515.04239291706
1518,183317.42190726014
2035,128255.58833171667
2919,89304.42880260437
1540,234559.0566441063
2120,147684.33193147593
1674,179995.29297721086
256,154096.36926144845
2361,106541.72912418222
978,96282.78574669933
2280,145487.3381223372
2095,199333.9666231346
1709,330017.02336057165
2801,261134.89866643216
1246,117420.01318248946
2373,105921.29086545382
1055,265614.9149980183
2017,131165.9912989049
1099,257840.36207933674
1344,76786.0969183813
835,192861.35587129797
1117,211815.34004306735
2043,92358.16504265524
2085,124510.5490870127
410,159787.3999355216
2650,110080.30376277909
2867,160894.1758255949
1668,123355.33408574921
1161,171908.61481129695
2122,189517.98079033775
2539,148114.34847111825
1047,132886.7913222484
1445,135042.74739691755
541,129685.04830990481
569,229937.93205539338
1276,127328.0749082905
918,159142.33751466242
326,166171.1389036431
1936,127460.32278189212
895,97984.52167013581
257,141772.335512312
1241,177846.18282166158
1545,108965.50857679924
1189,169325.36623584427
270,158513.51847092775
2066,189209.81482385678
693,113934.18442316825
1259,126696.55020577382
2916,157202.32261838068
2321,312022.4247734642
1977,82429.16533080676
1895,156617.5456434212
1240,153904.9787011015
85,151414.2748523831
1823,115720.76059828322
825,287664.88997110765
110,231522.96051485822
697,102233.930200645
2297,108223.71300443224
1231,133590.89238980133
1355,126505.47695081492
968,335816.9991094759
584,213881.8404469599
1315,112893.72145500212
1606,136143.569671811
206,108054.37290246955
1685,348107.1204625157
2016,139616.9590348798
869,200203.8035024374
2135,129078.65638531117
2346,180602.98711703796
2430,244994.90565768097
2198,95983.5970008242
2652,121211.26738445528
27,115872.67341295902
241,167960.5870063144
906,134203.30945294994
1506,104295.56127563665
2098,373586.3965340843
1435,229012.9448861489
2213,122021.0995910516
1274,145377.06342744557
743,49169.04569060284
1737,224358.79540241102
2797,270361.2033920252
2185,64627.050993529025
58,172329.7213437493
830,216452.6137215994
808,115109.10769849083
680,163302.03308798425
1153,116430.94991609508
1291,124057.23941875673
1818,133730.64909201898
2161,193238.26633660312
1883,125479.85661054091
350,358545.905262429
2473,144423.724382733
295,195349.0755411969
293,198704.8172779703
859,137670.2197123059
288,78363.11807028581
1578,129690.28974726514
102,197747.4731867492
2831,154596.6990836574
1030,162188.0454341916
2551,143070.58229661628
1286,138128.80482110684
958,301348.53487828857
776,128464.41049898257
72,209526.0463086829
2263,262266.0824752085
1866,153160.5253776419
2876,75490.04111300388
2146,254360.99024056614
103,184664.3397642283
1500,134055.58644525937
492,182047.05273362747
167,135106.21216272927
2597,122842.44446220702
2685,114292.65381341502
1035,145662.64781268343
1220,72000.41101869634
2602,149482.61538230203
2159,210516.70948583077
695,130574.50996082879
1109,260388.06139029298
640,167895.19413314373
1652,154579.04184849418
2090,161803.58270936584
1188,175415.80745626855
2345,212281.89109601697
1059,427098.27404847636
2751,235162.947003872
128,194271.7045755525
1523,200052.26232855278
2925,172047.9581854656
2145,278045.93788670306
1121,231030.10121493798
566,273012.06080430705
565,235229.71996221508
1331,131076.0496020345
2928,118786.21497359755
156,135885.4890623484
797,145697.66581873852
327,95885.21574264459
2859,145902.3679874128
1453,124734.22213924861
1762,348604.2874566331
1868,192188.76781896807
1760,192232.30162181868
1113,245803.6582954342
1812,193236.92608854614
117,152756.71596590144
1142,197821.23001717267
2342,369188.660095982
927,150873.25670897713
2478,172531.56589333044
655,86442.36798362763
2064,130817.76840568807
369,241619.6333668751
2239,116276.32139577848
2732,230265.83115668883
1653,149349.5059040139
959,206741.6928280673
2395,343099.8504485077
1412,94947.35002380062
271,264258.1582124269
1484,160935.11772776063
1497,139454.13966042156
552,136230.23918798214
2,120223.33354195373
1855,297454.3488095118
4,266003.22987457935
2292,161588.52399632594
134,144367.51447669126
646,107025.91425726836
42,314810.07268797624
532,218948.20831618595
713,108017.24730548936
2561,136178.42908559297
2360,141721.95927483213
1333,127839.58771780356
1407,225313.95924433196
2892,292578.27643929276
574,224346.6859086846
1227,188420.39737994102
2591,182827.44701742035
1476,221294.75126533225
1125,244175.79289308807
1446,137061.78471246504
408,118618.08185939904
1101,283331.3004340069
2251,174432.0822029575
373,180544.82336835726
2554,131352.3734397722
2382,241429.83125503283
1985,88861.16900799665
519,235524.31126435488
1093,188540.67715878252
864,262417.82529464574
2889,141008.91069174316
2308,169225.70847516044
986,146691.9898266635
1302,123403.51797752228
585,154883.1387905193
2708,141248.59440552874
147,127562.14727151052
1441,234631.3495395717
383,189639.5531898852
285,158797.48596126641
181,117157.20579567982
358,168000.95223084404
780,174683.08691878238
258,203421.81853322123
1865,194838.1747041415
692,116399.93307786199
2902,311483.7299278187
508,243177.4012787304
2638,136411.3425104533
36,152521.9098327146
611,173214.76473893697
2281,130003.69366923676
1678,133994.22021835082
1696,453898.51571780187
1557,80085.89931960333
2180,142741.07091821358
1726,237763.01590600325
951,155440.2632658886
267,235800.3069754386
2706,124441.8266423947
2221,220531.78540661756
1357,162583.1826649504
2901,305245.8613658847
347,170311.5023153089
2164,196750.8387087383
1586,303864.4742839391
360,159149.56832166898
1769,256653.54467078534
2617,142294.75464984644
1879,172629.17679691678
991,199537.43972281925
1535,127732.97053002208
1191,160421.52081326276
1579,203075.64025795145
1882,140411.689666028
1510,130478.78181618851
2196,161984.44497594118
1845,179857.71079115692
2336,401417.46724391845
942,83718.0493975145
861,134256.8749353438
2555,120532.60004304307
1392,154735.25441989503
2099,273613.3540772015
1543,119450.32404440777
948,253024.1951297463
1239,164760.95164881452
22,183000.2696594099
2796,224731.9874868637
2747,168712.97757197876
92,288152.3807005629
210,173080.839452692
1858,210924.75732100077
2228,156765.25545656716
447,216644.45877873406
827,263967.70529135445
1649,212100.60134046717
682,124223.63974632559
2698,93980.03200657017
494,164206.32478111
214,95744.43545497752
2441,235154.97012744646
2679,90277.92518410989
1336,110714.37466058496
465,183732.90225710798
1524,147706.55569421436
2543,123807.62773690223
631,135908.26768213118
2452,327519.19384617487
228,155158.94217507873
126,171995.76816637148
1092,233912.55191135217
1122,200071.23392163345
932,193102.71787575097
1980,83475.20508923216
2171,101511.77449555129
551,140138.021160635
2768,170312.96381572916
2056,118028.33734868272
1159,395185.3287941116
2645,104809.66713138603
1174,182411.57306689594
2266,219831.31241339093
2462,434073.14923976484
1219,155534.26762808417
2922,183999.68880809212
118,143326.79975466256
474,191299.39953215836
2576,147279.51176738532
872,277134.8713151285
1077,230211.17021950573
1536,127262.20857127433
1150,133153.85276393147
2341,322681.62052365544
1931,145194.09317959586
2785,136756.3021397285
2538,134511.11301675806
597,207674.86582116745
464,190887.6849878656
233,213176.0693210894
2169,128864.37395161082
2123,170852.8454811012
1867,149018.18609886922
137,248971.31725193796
515,232386.87477818984
933,122545.94734790231
2784,164646.80652480343
972,162150.79650546276
599,161621.7734128037
2614,141382.2302185247
2582,138897.69267577166
1409,147653.38115416502
175,101001.56495113474
352,235719.83487444642
976,105445.26214836593
2134,187051.6579248779
984,117606.60245785242
2396,363293.8774752548
1673,151662.7349574671
404,117870.4035441445
607,165112.35784676508
814,158458.71705558294
868,193530.11088487649
2271,186102.7631929299
1633,242758.16121910146
337,196659.8530637471
2765,156201.4273667222
1746,245970.56754288008
368,323110.3767914357
2806,196347.4473328712
1662,179829.5344121892
1234,210527.82869777753
1373,132346.51553308082
1672,112308.40232183416
1939,127895.38270137939
